Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,3.243309081976058,2.9145644171034735,0.1393836903419767,0.23816204840406874
2,2.7372867164554475,2.6175050854222977,0.24768883878241263,0.24956155734829885
3,2.477433808626693,2.438496229816679,0.29703119128147315,0.28796913363732024
4,2.3060851119506274,2.3092865601040864,0.3335588124765126,0.2956857243072606
5,2.179374469809405,2.191758272146936,0.3813228109733183,0.31760785689231846
6,2.082881054829852,2.11992892245584,0.40514844043592635,0.38021746755524377
7,1.997443572689115,2.054042808886621,0.4381059751972943,0.36618730270080674
8,1.9224387958774616,2.0089062951983423,0.4692596768132281,0.4016134689582603
9,1.8685208790287045,1.9880082389004645,0.4768132281097332,0.369694843914416
10,1.799530431060404,1.919940307323492,0.5151071025930102,0.43283058575938266
11,1.7555535560620095,1.882206740441217,0.5278842540398346,0.41283760084180987
12,1.7031913398934773,1.8725436647412486,0.5583239383690342,0.39600140301648545
13,1.6632053077691302,1.8191336574407262,0.5683953400977076,0.4491406524026657
14,1.6213090939344388,1.7888297199241239,0.5767756482525367,0.46457383374254646
15,1.5861090517993799,1.7636439234948669,0.5918451709883502,0.4566818660119256
16,1.5472042908483947,1.7444936429270943,0.6121007140172867,0.4701858996843213
17,1.5113313158935553,1.7236380765246575,0.624652386320932,0.4640477025605051
18,1.4833620985483416,1.6951651101946956,0.6307779030439684,0.48509294984216067
19,1.4481273350703094,1.6896752017876508,0.645358887636227,0.4558049807085233
20,1.4215848232740211,1.6618770436210324,0.6556181886508832,0.47737635917222027
21,1.394170315146491,1.6474789358866253,0.6655016910935738,0.4849175727814802
22,1.370234180518175,1.6392689721703906,0.6705373919579105,0.471588916169765
23,1.3414575952374366,1.6224299542153773,0.6831266441187523,0.4877236057523676
24,1.315055320057731,1.5949782879885268,0.691619691845171,0.5124517713083129
25,1.2963522241510694,1.5860658902446247,0.6984216459977453,0.5029814100315678
26,1.2721829512566385,1.5844676878443102,0.7058248778654641,0.471588916169765
27,1.2520859731941554,1.5573240093748346,0.7124013528748591,0.5184145913714486
28,1.2326189115413908,1.5512087098007576,0.7122134535888763,0.5007015082427219
29,1.2114365042263922,1.53503647610749,0.7172115745960166,0.5142055419151175
30,1.1960766363036404,1.535856580031792,0.7216459977452085,0.5036829182742897
