Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,3.074825860324187,2.688235244847983,0.15836151822623074,0.2478077867414942
2,2.4817089033682334,2.381613012448983,0.27794062382562945,0.3132234303753069
3,2.2187165767973593,2.1782364361079605,0.3305900037579857,0.317432479831638
4,2.044940171901197,2.107012747965625,0.3918075911311537,0.3432129077516661
5,1.9214123517398054,1.9888132975754593,0.43077790304396846,0.36951946685373555
6,1.8194178310832956,1.8988624934939409,0.4672303645246148,0.39880743598737284
7,1.7309491310743226,1.8759027626254356,0.5035700864336715,0.4089793055068397
8,1.6520417726026446,1.8282747861587219,0.5295377677564825,0.40231497720098214
9,1.5938804656927947,1.7760762042306841,0.5532506576475009,0.4280954051210102
10,1.523224180983852,1.7262893869600058,0.5809094325441563,0.4298491757278148
11,1.4756732646436093,1.7299601388621522,0.5987974445697106,0.4282707821816906
12,1.4273042521141652,1.6766178678604897,0.6133032694475761,0.4470361276745002
13,1.3797066189838683,1.6631364785592124,0.6304396843291995,0.42879691336373205
14,1.3409247607138317,1.6254150368213152,0.6411499436302142,0.4354612416695896
15,1.2987005917930101,1.5988491644402714,0.6587748966553927,0.4629954401964223
16,1.2595978514675985,1.5887007398464854,0.6751972942502819,0.48176078568923186
17,1.221111725990327,1.586979992052665,0.6886884629838407,0.4407225534900035
18,1.1881453014683427,1.5311187033233455,0.700075159714393,0.4891266222378113
19,1.1574171672947915,1.5534106294801886,0.7145058248778655,0.48596983514556297
20,1.1284726251475303,1.5669080207574497,0.7192784667418264,0.4554542265871624
21,1.1048725687530156,1.5297359502010286,0.723337091319053,0.4805331462644686
22,1.076687512197068,1.4853544625346178,0.7353626456219466,0.5
23,1.0498785798686736,1.473432851774322,0.7469372416384817,0.5024552788495265
24,1.033105315422035,1.4756666439869912,0.7496805712138294,0.49842160645387584
25,1.0104624476077995,1.4545073281334644,0.7526493799323563,0.49947386881795863
26,0.9807772142552917,1.459040565266604,0.7678316422397595,0.48982813048053314
27,0.9609535480701399,1.4420707899827532,0.7723788049605411,0.5057874430024553
28,0.9472694650353994,1.4468384312145002,0.7712138293874483,0.4866713433882848
29,0.9210103643428826,1.4185463325971472,0.7868846298384066,0.51894072255349
30,0.9083298686660801,1.4115049716089116,0.7893649004133785,0.5064889512451771
