Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,0.966093061325112,0.5769282812530306,0.6915821119879745,0.8093651350403367
2,0.452146960241102,0.4524678893018839,0.8562570462232244,0.8474219572079972
3,0.3380007441713146,0.3199579048913556,0.8962420142803458,0.9026657313223431
4,0.2822554067841198,0.3017622692930577,0.9153325817361894,0.9151175026306559
5,0.23922654414974356,0.3253039793251523,0.9291995490417136,0.8960014030164855
6,0.22115110791701653,0.2696757222601235,0.9355129650507328,0.9188004209049456
7,0.18671384910188057,0.22398781145016997,0.9452461480646374,0.9375657663977551
8,0.16764301031167145,0.29352302613375125,0.9507328072153326,0.9177481585408629
9,0.14371561858773635,0.20408515236168964,0.9578729800826757,0.9468607506138197
10,0.13062469365200527,0.20298234252464933,0.9617812852311162,0.9452823570676956
11,0.12373696829604278,0.2783403978514822,0.9633220593761743,0.9279200280603297
12,0.1122870044132477,0.21020885220781407,0.9680195415257422,0.9487898982813048
13,0.09492515417887545,0.24445315585277325,0.9723036452461481,0.9400210452472817
14,0.09386303878253853,0.25491029532153914,0.9712514092446449,0.9352858646089092
15,0.09173492554866396,0.23436569343561126,0.9721533258173619,0.9408979305506839
