Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,0.9025721141155032,0.4792407156082255,0.7032318677189027,0.8354963170817257
2,0.4217990436485861,0.3944277721971681,0.8690717775272454,0.8716239915819011
3,0.331698827889574,0.2783440629648184,0.8980834272829763,0.9177481585408629
4,0.2782640739810597,0.26003108598796243,0.916760616309658,0.9161697649947387
5,0.23560682993462012,0.24206117389417248,0.9285982713265689,0.9235356015433182
6,0.21256465627617604,0.18802843192773236,0.9369034197670049,0.9470361276745002
7,0.18745376137566494,0.20517066986372245,0.9452837279218339,0.9400210452472817
8,0.1685618172190056,0.20931246737949225,0.9511461856444946,0.9415994387934058
9,0.14916391945879784,0.25289955381885487,0.9557685080796693,0.9345843563661873
10,0.13853284867297702,0.23425800311932832,0.9592258549417512,0.9384426517011575
11,0.11730266970220767,0.23737379692962654,0.9645621946636603,0.9340582251841459
