Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,0.8842352921702458,0.5790661314377572,0.7113115370161593,0.8118204138898633
2,0.4280111800679046,0.34858825338154414,0.8636978579481398,0.8903893370747106
3,0.31997866570985956,0.27499638436677704,0.90304396843292,0.9158190108733778
4,0.2721196485838017,0.32202571167789273,0.919804584742578,0.9026657313223431
5,0.24909638195602754,0.2664731655339114,0.9250281848928974,0.9252893721501227
6,0.2047473405232693,0.2393570524460389,0.938782412626832,0.9316029463346195
7,0.18411560423591003,0.23262398427346428,0.9443066516347238,0.9333567169414241
8,0.17356376968931767,0.26226745191497663,0.9478015783540022,0.9284461592423711
9,0.1509149004850496,0.2347467445158532,0.9556557685080797,0.9352858646089092
10,0.1373593469371208,0.24825586989699686,0.9583990980834273,0.9344089793055068
11,0.12159653838215713,0.3344781728319612,0.9645246148064638,0.9195019291476675
12,0.11744630358712828,0.2344950763502144,0.9652762119503946,0.9426517011574886
