Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,3.0048905417955893,1.9784774827104166,0.1212326193160466,0.2839354612416696
2,1.9306838448627333,1.6859127104136034,0.29654265313791806,0.3767099263416345
3,1.7495788459354933,1.5348016163291784,0.3363021420518602,0.40003507541213607
4,1.6291326666720511,1.5050439549010914,0.38459225854941753,0.4565064889512452
5,1.5259332928161162,1.6478318292105336,0.42867343104096206,0.35794458084882497
6,1.4455988352839009,1.4841329332654076,0.4632468996617813,0.4729919326552087
7,1.3860825371984162,1.3199492542420048,0.4925967681322811,0.5220975096457383
8,1.345527555009827,1.242452957094113,0.5051860202931229,0.5470010522623641
9,1.2967137222763112,1.3780456646330856,0.5278090943254415,0.5049105576990529
10,1.2445048841664954,1.2570251102867314,0.5491544532130778,0.5445457734128376
11,1.1812430698591172,1.111629527562629,0.5698985343855694,0.5955804980708523
12,1.1213079240348096,1.2127502178234286,0.5937993235625705,0.5319186250438442
13,1.0654068206405782,1.0645351582182285,0.6094325441563322,0.6315327955103472
14,1.0176277076870999,1.0309960137371932,0.6287110108981586,0.6282006313574184
15,0.9797335734899579,0.9980416358855263,0.6460353250657648,0.6246930901438091
16,0.9463030921790171,1.1530940213440928,0.6592634347989478,0.5608558400561207
17,0.9230693565728475,0.9777467170751794,0.6650131529500188,0.6536303051560856
18,0.9028479326223798,0.9480515286843846,0.6764750093949643,0.6678358470712031
19,0.8639356017739913,0.8910334661148256,0.6897406989853438,0.6836197825324447
20,0.8600678170547141,0.8812373918802936,0.6910935738444194,0.6830936513504033
