Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,2.8305276710169065,1.9731279875428498,0.15152198421646,0.26376709926341635
2,1.9036550419978386,1.6076218907099697,0.30048853814355503,0.3888109435285865
3,1.7188759935838485,1.557575570077739,0.35114618564449457,0.4228340933005963
4,1.6224926016824401,1.4790170211952556,0.3763998496805712,0.42020343739038934
5,1.5541713264820853,1.3944209610441616,0.40116497557309283,0.45913714486145213
6,1.4806460617808013,1.4080250073382412,0.4307403231867719,0.46895826025955806
7,1.4083849024745765,1.383816683639438,0.4662908680947012,0.49228340933005965
8,1.34885392965835,1.2608790187742032,0.493836903419767,0.5517362329007366
9,1.2762275790773985,1.203218564072311,0.5296129274708756,0.5619081024202034
10,1.2162210097576343,1.1367008571915775,0.5502442690717775,0.5894423009470361
11,1.1709637106831294,1.1186615832852966,0.5727170236753101,0.5869870220975096
12,1.1289768331618024,1.173206899175306,0.5878617061255167,0.5787443002455279
13,1.0946807369304214,1.066438144025197,0.6001503194287862,0.6062784987723606
14,1.056957211247157,1.0672782281121636,0.6096204434423149,0.6122413188354963
15,1.035546508277999,1.1138815611381356,0.6192033070274333,0.6089091546825676
16,1.0149888318940599,0.9921285949310308,0.6263434798947763,0.6357418449666784
17,0.9896760075847622,1.0039666138043197,0.6320556181886509,0.6264468607506138
18,0.9569554183501939,1.0412407922602587,0.6480270574971815,0.6264468607506138
19,0.957421938094462,0.9537541773268232,0.6465238632093198,0.6536303051560856
20,0.9010796630933562,0.9507728123489241,0.6656144306651635,0.6541564363381269
21,0.9010737310894805,0.9633866449650109,0.667380683953401,0.6480182392143108
22,0.8715904111613102,0.9584159732952071,0.6789928598271326,0.6650298141003157
23,0.8479904626957773,0.9207580954265026,0.6880120255543029,0.6678358470712031
24,0.8340779743486667,1.0041669417748909,0.6933107854190154,0.6464398456681866
25,0.8560420470549531,0.9179808495965434,0.6853438556933483,0.6729217818309365
26,0.8139618468078533,0.9029905299519874,0.7009394964299136,0.679936864258155
27,0.7915569931078298,0.917329686518428,0.710597519729425,0.6764293230445457
28,0.775203356398805,0.8633513222949959,0.713641488162345,0.6967730620834794
29,0.7392775893256164,0.8764257303709233,0.7265689590379557,0.6923886355664679
30,0.7517246043579061,0.8915175875836362,0.725065764750094,0.6815152578042792
