Rank,learning_rate,batch_size,hidden_sizes,dropout,num_epochs,optimizer,Train_Acc,Val_Acc,Test_Acc,Epochs,Params
224,0.001,64,"[256, 128]",0.2,30,sgd,0.43536264562194665,0.46474921080322695,0.4604594073294757,30,730278
225,0.0005,32,"[512, 256, 128]",0.2,20,adam,0.4442314919203307,0.46474921080322695,0.4613361388742767,14,1554086
226,0.0005,64,"[256, 128]",0.3,15,adam,0.4188650883126644,0.46457383374254646,0.4597580220936349,15,730278
227,0.0001,128,"[512, 256, 128]",0.1,15,adam,0.42157083803081546,0.46422307962118553,0.456251095914431,15,1554086
228,0.0005,128,"[1024, 512, 256, 128]",0.2,15,adam,0.4481773769259677,0.4638723254998246,0.45484832544274945,15,3463846
229,0.0005,32,"[256, 128]",0.3,15,adam,0.4101465614430665,0.46334619431778323,0.4597580220936349,15,730278
230,0.0001,32,"[1024, 512, 256, 128]",0.2,15,adam,0.4624953025178504,0.4631708172571028,0.456251095914431,15,3463846
231,0.005,128,"[512, 256, 128]",0.2,20,sgd,0.43284479518977825,0.46246930901438094,0.4574785200771524,20,1554086
232,0.005,32,"[256, 128]",0.3,30,sgd,0.4311161217587373,0.46211855489302,0.4650184113624408,30,730278
233,0.0001,64,"[512, 256, 128]",0.3,20,adam,0.42003006388575725,0.4615924237109786,0.4551990180606698,20,1554086
234,0.0005,32,"[256, 128]",0.2,30,sgd,0.4287110108981586,0.46054016134689585,0.4492372435560231,30,730278
235,0.0005,64,"[512, 256, 128]",0.3,30,adam,0.4455843667794062,0.4601894072255349,0.458004559004033,28,1554086
236,0.0001,128,"[256, 128]",0.3,20,adam,0.3829011649755731,0.4601894072255349,0.45028932140978434,20,730278
237,0.0005,64,"[512, 256, 128]",0.3,15,adam,0.4254791431792559,0.45913714486145213,0.458004559004033,15,1554086
238,0.0001,128,"[512, 256, 128]",0.2,20,adam,0.4248778654641112,0.45913714486145213,0.4408206207259337,20,1554086
239,0.005,128,"[1024, 512, 256, 128]",0.1,30,sgd,0.495152198421646,0.45896176780077164,0.47343503419253025,30,3463846
240,0.0005,32,"[256, 128]",0.3,30,adam,0.43949642991356636,0.4586110136794107,0.44643170261266,30,730278
241,0.001,32,"[1024, 512, 256, 128]",0.1,20,sgd,0.43416009019165724,0.4573833742546475,0.4460810099947396,20,3463846
242,0.0001,64,"[512, 256, 128]",0.3,15,adam,0.39984968057121384,0.45720799719396704,0.4478344730843416,15,1554086
243,0.001,64,"[256, 128]",0.3,15,adam,0.4135663284479519,0.4565064889512452,0.4520427844993863,15,730278
244,0.005,128,"[256, 128]",0.2,15,sgd,0.43107854190154077,0.4558049807085233,0.44871120462914255,15,730278
245,0.0001,128,"[512, 256, 128]",0.3,30,adam,0.44968057121382937,0.4558049807085233,0.4492372435560231,30,1554086
246,0.001,64,"[256, 128]",0.3,30,sgd,0.4072904922961293,0.4554542265871624,0.44204804488865507,30,730278
247,0.001,32,"[512, 256, 128]",0.1,20,sgd,0.4447200300638858,0.45527884952648195,0.45414694020690866,20,1554086
248,0.0005,128,"[1024, 512, 256, 128]",0.3,30,adam,0.42205937617437056,0.45527884952648195,0.4511660529545853,23,3463846
249,0.001,32,"[512, 256, 128]",0.1,30,sgd,0.5067643742953777,0.454928095405121,0.457127827459232,30,1554086
250,0.001,32,"[512, 256, 128]",0.3,30,sgd,0.44163848177376924,0.454928095405121,0.4625635630369981,30,1554086
251,0.005,64,"[512, 256, 128]",0.2,15,sgd,0.4220969560315671,0.45475271834444053,0.4527441697352271,15,1554086
252,0.0001,64,"[1024, 512, 256, 128]",0.3,15,adam,0.4174746335963923,0.4535250789196773,0.4506400140277047,15,3463846
253,0.001,64,"[512, 256, 128]",0.1,30,sgd,0.43675310033821874,0.45299894773763594,0.44274943012449586,30,1554086
254,0.001,128,"[1024, 512, 256, 128]",0.2,15,adam,0.42540398346486286,0.45299894773763594,0.4536209012800281,15,3463846
255,0.005,64,"[1024, 512, 256, 128]",0.3,30,sgd,0.40725291243893275,0.4524728165555945,0.44432754690513765,30,3463846
256,0.0001,128,"[512, 256, 128]",0.3,20,adam,0.4097707628711011,0.4515959312521922,0.4504646677187445,20,1554086
257,0.0005,32,"[256, 128]",0.3,20,adam,0.42273581360390833,0.45089442300947036,0.44730843415746097,20,730278
258,0.001,128,"[512, 256, 128]",0.2,15,adam,0.4423900789177001,0.45001753770606806,0.44362616166929686,15,1554086
259,0.001,32,"[1024, 512, 256, 128]",0.3,30,sgd,0.4181510710259301,0.44949140652402664,0.4415220059617745,30,3463846
260,0.0005,32,"[1024, 512, 256, 128]",0.2,30,adam,0.4473881999248403,0.44949140652402664,0.4431001227424163,18,3463846
261,0.001,32,"[1024, 512, 256, 128]",0.2,30,sgd,0.45231116121758735,0.4493160294633462,0.43398211467648606,30,3463846
262,0.005,128,"[512, 256, 128]",0.3,20,sgd,0.4024802705749718,0.4470361276745002,0.43994388918113275,20,1554086
263,0.0001,128,"[512, 256, 128]",0.3,15,adam,0.3738819992484029,0.44668537355313925,0.43819042609153075,15,1554086
264,0.005,128,"[512, 256, 128]",0.3,30,sgd,0.4267568583239384,0.44580848824973696,0.44345081536033665,30,1554086
265,0.0001,128,"[256, 128]",0.2,15,adam,0.36452461480646375,0.44580848824973696,0.43433280729440643,15,730278
266,0.005,32,"[1024, 512, 256, 128]",0.2,15,sgd,0.4223975948891394,0.44475622588565417,0.4432754690513765,15,3463846
267,0.001,64,"[512, 256, 128]",0.2,20,adam,0.4500187899285983,0.4437039635215714,0.4460810099947396,20,1554086
268,0.0001,128,"[512, 256, 128]",0.2,15,adam,0.4006012777151447,0.44352858646089094,0.43994388918113275,15,1554086
269,0.0005,32,"[512, 256, 128]",0.3,30,sgd,0.3886884629838407,0.4426517011574886,0.4253901455374364,30,1554086
270,0.005,128,"[512, 256, 128]",0.2,30,sgd,0.425967681322811,0.44230094703612766,0.43959319656321233,21,1554086
271,0.0001,32,"[1024, 512, 256, 128]",0.3,15,adam,0.4185644494550921,0.44230094703612766,0.445554971067859,15,3463846
272,0.005,64,"[1024, 512, 256, 128]",0.1,15,sgd,0.4496429913566328,0.4421255699754472,0.4334560757496055,15,3463846
273,0.005,64,"[1024, 512, 256, 128]",0.1,30,sgd,0.5208944006012777,0.4419501929147667,0.4329300368227249,23,3463846
274,0.005,128,"[256, 128]",0.3,15,sgd,0.39387448327696356,0.4419501929147667,0.4322286515868841,15,730278
275,0.005,128,"[512, 256, 128]",0.1,20,adam,0.4214580984592258,0.4415994387934058,0.43450815360336664,18,1554086
276,0.0005,32,"[512, 256, 128]",0.1,30,sgd,0.43923337091319054,0.4412486846720449,0.4371383482377696,30,1554086
277,0.0005,32,"[512, 256, 128]",0.2,30,sgd,0.41371664787673806,0.4412486846720449,0.43100122742416275,30,1554086
278,0.0001,64,"[256, 128]",0.3,15,adam,0.3556933483652762,0.4412486846720449,0.42924776433456074,15,730278
279,0.001,64,"[1024, 512, 256, 128]",0.1,30,sgd,0.4213829387448328,0.4407225534900035,0.42959845695248117,30,3463846
280,0.001,32,"[1024, 512, 256, 128]",0.1,30,sgd,0.46444945509207064,0.4396702911259207,0.42030510257759074,26,3463846
281,0.0001,128,"[1024, 512, 256, 128]",0.3,15,adam,0.39229612927470875,0.43949491406524027,0.43012449587936175,15,3463846
282,0.0005,32,"[256, 128]",0.1,20,sgd,0.4022923712889891,0.43914415994387934,0.42416272137471506,20,730278
283,0.0005,32,"[256, 128]",0.3,30,sgd,0.41025930101465613,0.4387934058225184,0.4269682623180782,30,730278
284,0.0005,128,"[1024, 512, 256, 128]",0.3,15,adam,0.4020293122886133,0.4375657663977552,0.42433806768367527,15,3463846
285,0.0005,32,"[512, 256, 128]",0.3,30,adam,0.40101465614430665,0.4373903893370747,0.42924776433456074,17,1554086
286,0.005,64,"[256, 128]",0.1,30,adam,0.42337467117624955,0.43721501227639425,0.42398737506575485,18,730278
287,0.001,32,"[256, 128]",0.3,20,sgd,0.4111236377301766,0.43703963521571376,0.4231106435209539,20,730278
288,0.0005,32,"[1024, 512, 256, 128]",0.1,30,sgd,0.4196542653137918,0.4368642581550333,0.4281956864807996,30,3463846
289,0.0005,64,"[512, 256, 128]",0.3,20,adam,0.4237128898910184,0.4368642581550333,0.43310538313168506,20,1554086
290,0.005,128,"[512, 256, 128]",0.3,15,sgd,0.37061255167230367,0.4356366187302701,0.4174995616342276,15,1554086
291,0.001,64,"[256, 128]",0.1,20,sgd,0.40856820744081174,0.4354612416695896,0.4266175697001578,20,730278
292,0.005,64,"[1024, 512, 256, 128]",0.3,20,sgd,0.39143179255918825,0.43528586460890917,0.43485884622128707,20,3463846
293,0.001,32,"[512, 256, 128]",0.2,20,sgd,0.4220969560315671,0.43528586460890917,0.4253901455374364,20,1554086
294,0.001,32,"[1024, 512, 256, 128]",0.1,15,sgd,0.3910935738444194,0.433707471062785,0.42100648781343153,15,3463846
295,0.005,32,"[1024, 512, 256, 128]",0.3,30,sgd,0.3792559188275085,0.4331813398807436,0.4334560757496055,27,3463846
296,0.001,32,"[512, 256, 128]",0.3,20,sgd,0.3904171364148816,0.4331813398807436,0.42416272137471506,20,1554086
297,0.001,128,"[1024, 512, 256, 128]",0.2,20,adam,0.41488162344983087,0.43283058575938266,0.4311765737331229,16,3463846
298,0.001,64,"[512, 256, 128]",0.2,30,sgd,0.415445321307779,0.4326552086987022,0.4252147992284762,30,1554086
299,0.005,32,"[1024, 512, 256, 128]",0.2,20,sgd,0.4382562946260804,0.43090143809189757,0.417850254252148,15,3463846
300,0.0005,64,"[1024, 512, 256, 128]",0.3,20,adam,0.39184517098835026,0.42949842160645385,0.4253901455374364,14,3463846
301,0.001,64,"[256, 128]",0.2,20,sgd,0.3842164599774521,0.42879691336373205,0.4110117482027003,20,730278
302,0.001,64,"[512, 256, 128]",0.3,30,sgd,0.38756106726794437,0.4273938968782883,0.4146940206908645,30,1554086
303,0.001,32,"[512, 256, 128]",0.2,30,adam,0.4866215708380308,0.42721851981760783,0.4280203401718394,19,1554086
304,0.005,128,"[512, 256, 128]",0.1,15,sgd,0.42251033446072905,0.4270431427569274,0.4217078730492723,15,1554086
305,0.001,128,"[512, 256, 128]",0.2,20,adam,0.4309282224727546,0.4268677656962469,0.40995967034893915,12,1554086
306,0.0005,32,"[512, 256, 128]",0.3,15,adam,0.3987974445697106,0.4268677656962469,0.408030860950377,15,1554086
307,0.0005,32,"[512, 256, 128]",0.3,20,adam,0.39004133784291617,0.42669238863556647,0.4245134139926355,13,1554086
308,0.001,32,"[256, 128]",0.2,15,sgd,0.4080796692972567,0.4251139950894423,0.41662283008942663,15,730278
309,0.0005,32,"[512, 256, 128]",0.1,20,sgd,0.3946260804208944,0.42441248684672045,0.41048570927581973,20,1554086
310,0.001,64,"[512, 256, 128]",0.1,20,sgd,0.38910184141300264,0.4240617327253595,0.4111870945116605,20,1554086
311,0.005,128,"[1024, 512, 256, 128]",0.2,20,sgd,0.40770387072529124,0.42353560154331815,0.41066105558477994,20,3463846
312,0.001,128,"[512, 256, 128]",0.1,30,sgd,0.37271702367531,0.42300947036127673,0.4173242153252674,30,1554086
313,0.005,128,"[1024, 512, 256, 128]",0.3,30,sgd,0.40920706501315296,0.42213258505787443,0.41294055760126247,30,3463846
314,0.0005,32,"[1024, 512, 256, 128]",0.2,15,adam,0.436565201052236,0.42125569975447213,0.41434332807294405,15,3463846
315,0.005,128,"[1024, 512, 256, 128]",0.3,20,sgd,0.3630590003757986,0.42108032269379164,0.40540066631597405,20,3463846
316,0.0005,32,"[256, 128]",0.3,20,sgd,0.35073280721533256,0.4195019291476675,0.40469928108013326,20,730278
317,0.001,64,"[256, 128]",0.3,20,sgd,0.36482525366403606,0.41932655208698705,0.40610205155181484,20,730278
318,0.001,128,"[512, 256, 128]",0.3,20,adam,0.39943630214205184,0.41932655208698705,0.4078555146414168,20,1554086
319,0.0001,128,"[1024, 512, 256, 128]",0.2,15,adam,0.41604659902292374,0.41932655208698705,0.4227599509030335,15,3463846
320,0.0005,128,"[1024, 512, 256, 128]",0.3,20,adam,0.41619691845170986,0.4188004209049456,0.4064527441697352,20,3463846
321,0.001,32,"[512, 256, 128]",0.2,15,sgd,0.38632093198045847,0.4186250438442652,0.41066105558477994,15,1554086
322,0.001,128,"[512, 256, 128]",0.3,30,adam,0.3903795565576851,0.4184496667835847,0.41136244082062073,18,1554086
323,0.001,64,"[512, 256, 128]",0.1,15,adam,0.533446072904923,0.41827428972290426,0.40995967034893915,15,1554086
324,0.005,128,"[1024, 512, 256, 128]",0.1,20,sgd,0.43487410747839156,0.41774815854086284,0.41153778712958095,20,3463846
325,0.001,128,"[512, 256, 128]",0.3,15,adam,0.3802705749718151,0.41774815854086284,0.40540066631597405,15,1554086
326,0.0005,64,"[1024, 512, 256, 128]",0.1,20,adam,0.48797444569710635,0.41722202735882147,0.4162721374715062,15,3463846
327,0.0005,64,"[256, 128]",0.2,30,sgd,0.36272078166102967,0.41722202735882147,0.4139926354550237,30,730278
328,0.001,128,"[256, 128]",0.1,30,sgd,0.3816610296880872,0.41704665029814103,0.4075048220234964,30,730278
329,0.001,64,"[256, 128]",0.3,15,sgd,0.33434798947764,0.41687127323746054,0.4025951253726109,15,730278
330,0.005,32,"[1024, 512, 256, 128]",0.3,15,sgd,0.36242014280345736,0.4165205191160996,0.4111870945116605,15,3463846
331,0.001,32,"[1024, 512, 256, 128]",0.1,15,adam,0.4308530627583615,0.4154682567520168,0.41066105558477994,15,3463846
332,0.0005,32,"[256, 128]",0.2,20,sgd,0.3859075535512965,0.4152928796913364,0.4085568998772576,20,730278
333,0.0005,64,"[256, 128]",0.3,30,sgd,0.3453213077790304,0.4152928796913364,0.40610205155181484,30,730278
334,0.005,64,"[1024, 512, 256, 128]",0.3,15,sgd,0.36606538895152196,0.4151175026306559,0.3992635455023672,15,3463846
335,0.0001,128,"[256, 128]",0.3,15,adam,0.3435174746335964,0.41494212556997545,0.4173242153252674,15,730278
336,0.005,64,"[512, 256, 128]",0.3,15,sgd,0.36591506952273584,0.4145913714486145,0.399088199193407,15,1554086
337,0.0005,32,"[1024, 512, 256, 128]",0.2,30,sgd,0.3815858699736941,0.41388986320589266,0.4066280904786954,30,3463846
338,0.001,32,"[256, 128]",0.3,15,sgd,0.38260052611800077,0.4133637320238513,0.4094336314220586,15,730278
339,0.0005,32,"[256, 128]",0.2,15,sgd,0.3607290492296129,0.41266222378112943,0.4146940206908645,15,730278
340,0.001,32,"[512, 256, 128]",0.2,15,adam,0.42728297632469,0.41248684672044894,0.40925828511309836,15,1554086
341,0.001,32,"[512, 256, 128]",0.2,20,adam,0.4153325817361894,0.41248684672044894,0.408030860950377,16,1554086
342,0.001,32,"[256, 128]",0.2,30,adam,0.5223600150319428,0.4119607155384076,0.4096089777310188,30,730278
343,0.0005,64,"[512, 256, 128]",0.1,30,sgd,0.36903419767004886,0.4114345843563662,0.4078555146414168,30,1554086
344,0.001,64,"[256, 128]",0.2,15,sgd,0.3522360015031943,0.4112592072956857,0.4020690864457303,15,730278
345,0.0005,64,"[256, 128]",0.1,30,sgd,0.3899285982713266,0.4112592072956857,0.4018937401367701,30,730278
346,0.005,128,"[1024, 512, 256, 128]",0.1,15,sgd,0.41228861330326944,0.4110838302350053,0.4068034367876556,15,3463846
347,0.001,64,"[256, 128]",0.1,15,sgd,0.37376925967681324,0.41055769905296385,0.39417850254252146,15,730278
348,0.0005,32,"[512, 256, 128]",0.2,20,sgd,0.3686208192408869,0.4103823219922834,0.41136244082062073,20,1554086
349,0.0005,64,"[512, 256, 128]",0.2,30,sgd,0.3390830514844044,0.40968081374956156,0.3969840434858846,30,1554086
350,0.001,32,"[1024, 512, 256, 128]",0.1,30,adam,0.39703119128147313,0.4095054366888811,0.4068034367876556,11,3463846
351,0.001,32,"[512, 256, 128]",0.1,15,sgd,0.4123637730176625,0.4093300596282006,0.407154129405576,15,1554086
352,0.001,128,"[256, 128]",0.2,30,sgd,0.3647876738068395,0.40687478077867417,0.3997895844292478,30,730278
353,0.005,32,"[512, 256, 128]",0.3,15,sgd,0.35080796692972566,0.4066994037179937,0.3947045414694021,15,1554086
354,0.001,32,"[256, 128]",0.3,20,adam,0.40710259301014656,0.4047702560505086,0.40697878309661584,16,730278
355,0.0005,64,"[256, 128]",0.1,20,sgd,0.3390078917700113,0.40406874780778673,0.3873399964930738,20,730278
356,0.005,64,"[1024, 512, 256, 128]",0.1,20,sgd,0.44663660278090944,0.40301648544370394,0.4013677012098895,15,3463846
357,0.001,64,"[512, 256, 128]",0.3,20,sgd,0.3397970687711387,0.4028411083830235,0.38663861125723303,20,1554086
358,0.001,128,"[512, 256, 128]",0.2,30,sgd,0.340511086057873,0.4024903542616626,0.40084166228300894,30,1554086
359,0.001,64,"[512, 256, 128]",0.3,20,adam,0.3725667042465239,0.4017888460189407,0.38979484481851656,14,1554086
360,0.001,32,"[1024, 512, 256, 128]",0.2,15,sgd,0.3589627959413754,0.4007365836548579,0.388392074346835,15,3463846
361,0.001,64,"[512, 256, 128]",0.2,20,sgd,0.3629838406614055,0.40003507541213607,0.388392074346835,20,1554086
362,0.001,64,"[512, 256, 128]",0.3,30,adam,0.3776024051108606,0.39915819010873377,0.39593196563212346,14,1554086
363,0.005,64,"[512, 256, 128]",0.3,20,sgd,0.3769259676813228,0.39898281304805333,0.39873750657548657,20,1554086
364,0.001,64,"[1024, 512, 256, 128]",0.2,30,sgd,0.3676813228109733,0.39880743598737284,0.3933017709977205,30,3463846
365,0.001,32,"[512, 256, 128]",0.3,15,sgd,0.3621946636602781,0.3986320589266924,0.39049623005435735,15,1554086
366,0.005,32,"[512, 256, 128]",0.3,20,sgd,0.32318677189026684,0.39705366538056824,0.39628265825004383,13,1554086
367,0.005,32,"[512, 256, 128]",0.3,30,sgd,0.32130777903043967,0.3963521571378464,0.3889181132737156,11,1554086
368,0.0005,32,"[512, 256, 128]",0.2,15,sgd,0.32987598647125144,0.39547527183444403,0.38751534280203404,15,1554086
369,0.005,128,"[1024, 512, 256, 128]",0.2,15,sgd,0.36576475009394965,0.3951245177130831,0.39067157636331756,15,3463846
370,0.001,64,"[512, 256, 128]",0.1,15,sgd,0.35140924464487033,0.3944230094703613,0.388392074346835,15,1554086
371,0.001,128,"[256, 128]",0.3,30,sgd,0.350206689214581,0.39354612416695894,0.3838330703138699,30,730278
372,0.0005,32,"[512, 256, 128]",0.1,15,sgd,0.3468620819240887,0.3924938618028762,0.37489040855689987,15,1554086
373,0.005,32,"[1024, 512, 256, 128]",0.3,20,sgd,0.36997369409996245,0.39161697649947386,0.37716991057338245,20,3463846
374,0.0005,32,"[256, 128]",0.1,15,sgd,0.37166478767380684,0.390915468256752,0.3880413817289146,15,730278
375,0.0005,32,"[1024, 512, 256, 128]",0.2,20,adam,0.3886133032694476,0.3900385829533497,0.3826056461511485,10,3463846
376,0.001,128,"[256, 128]",0.1,20,sgd,0.33942127019917323,0.38986320589266926,0.3775206031913028,20,730278
377,0.0005,32,"[1024, 512, 256, 128]",0.3,30,sgd,0.3525742202179632,0.3891616976499474,0.3847098018586709,30,3463846
378,0.001,32,"[1024, 512, 256, 128]",0.2,20,sgd,0.38989101841413004,0.38846018940722554,0.3798001052077854,20,3463846
379,0.001,32,"[1024, 512, 256, 128]",0.3,20,sgd,0.36576475009394965,0.38846018940722554,0.38506049447659124,20,3463846
380,0.005,128,"[512, 256, 128]",0.2,15,sgd,0.40022547914317924,0.38407576289021395,0.38506049447659124,15,1554086
381,0.005,128,"[1024, 512, 256, 128]",0.3,15,sgd,0.32172115745960167,0.38319887758681165,0.3819042609153077,15,3463846
382,0.0005,32,"[512, 256, 128]",0.3,20,sgd,0.33254415633220596,0.38302350052613116,0.3789233736629844,20,1554086
383,0.005,64,"[1024, 512, 256, 128]",0.2,15,sgd,0.40894400601277714,0.3816204840406875,0.38541118709451166,15,3463846
384,0.0005,64,"[256, 128]",0.3,20,sgd,0.2909056745584367,0.3795159593125219,0.3685779414343328,20,730278
385,0.0005,64,"[1024, 512, 256, 128]",0.3,15,adam,0.3844795189778279,0.3784636969484391,0.3699807119060144,13,3463846
386,0.0005,64,"[512, 256, 128]",0.3,30,sgd,0.30706501315295004,0.37600841809891267,0.3698053655970542,30,1554086
387,0.005,64,"[512, 256, 128]",0.3,30,sgd,0.40980834272829764,0.3740792704314276,0.3677012098895318,27,1554086
388,0.001,64,"[512, 256, 128]",0.3,15,adam,0.3658774896655393,0.3733777621887057,0.3634928984744871,13,1554086
389,0.005,128,"[256, 128]",0.3,15,adam,0.3079293498684705,0.37039635215713784,0.3682272488164124,15,730278
390,0.001,64,"[512, 256, 128]",0.2,15,sgd,0.3178880120255543,0.37039635215713784,0.35753112396984044,15,1554086
391,0.001,32,"[256, 128]",0.3,15,adam,0.3526869597895528,0.3681164503682918,0.3624408206207259,12,730278
392,0.001,64,"[1024, 512, 256, 128]",0.2,30,adam,0.3875986471251409,0.3681164503682918,0.3647203226372085,12,3463846
393,0.005,128,"[1024, 512, 256, 128]",0.1,30,adam,0.3778654641112364,0.3677656962469309,0.36752586358057165,16,3463846
394,0.001,128,"[512, 256, 128]",0.3,30,sgd,0.3012401352874859,0.36706418800420904,0.3596352796773628,30,1554086
395,0.001,128,"[256, 128]",0.2,20,sgd,0.3102217211574596,0.3668888109435286,0.36209012800280554,20,730278
396,0.0005,32,"[512, 256, 128]",0.3,15,sgd,0.28083427282976325,0.3596983514556296,0.3527967736279151,15,1554086
397,0.0005,64,"[256, 128]",0.2,20,sgd,0.3178880120255543,0.3561908102420203,0.3564790461160793,20,730278
398,0.001,64,"[1024, 512, 256, 128]",0.2,15,adam,0.3796692972566704,0.3539109084531743,0.34630896019638785,10,3463846
399,0.0005,32,"[256, 128]",0.3,15,sgd,0.32799699361142426,0.35338477727113293,0.34350341925302474,15,730278
400,0.001,64,"[512, 256, 128]",0.3,15,sgd,0.2964299135663285,0.353034023149772,0.35700508504295986,15,1554086
401,0.005,128,"[256, 128]",0.2,20,adam,0.41488162344983087,0.35145562960364785,0.3543748904085569,18,730278
402,0.001,128,"[256, 128]",0.3,20,sgd,0.28635851183765504,0.3511048754822869,0.34280203401718395,20,730278
403,0.005,64,"[512, 256, 128]",0.1,15,adam,0.37166478767380684,0.350754121360926,0.3556023145712783,9,1554086
404,0.001,128,"[256, 128]",0.1,15,sgd,0.2815858699736941,0.350754121360926,0.3415746098544626,15,730278
405,0.0005,128,"[256, 128]",0.2,30,sgd,0.2732055618188651,0.34829884251139953,0.34350341925302474,30,730278
406,0.005,64,"[256, 128]",0.2,20,adam,0.34904171364148817,0.3474219572079972,0.33280729440645274,16,730278
407,0.005,32,"[256, 128]",0.1,15,adam,0.3478391582111988,0.34724658014731674,0.34648430650534806,14,730278
408,0.0005,32,"[1024, 512, 256, 128]",0.1,20,sgd,0.3113115370161593,0.3467204489652753,0.3452568823426267,20,3463846
409,0.001,128,"[512, 256, 128]",0.1,20,sgd,0.2754979331078542,0.34514205541915116,0.3363142205856567,20,1554086
410,0.001,128,"[1024, 512, 256, 128]",0.3,20,adam,0.34911687335588126,0.34426517011574886,0.34332807294406453,14,3463846
411,0.001,32,"[1024, 512, 256, 128]",0.2,30,adam,0.3925967681322811,0.34338828481234657,0.34332807294406453,13,3463846
412,0.0005,64,"[1024, 512, 256, 128]",0.3,30,adam,0.36189402480270577,0.3423360224482638,0.3396458004559004,13,3463846
413,0.001,64,"[1024, 512, 256, 128]",0.2,20,adam,0.4078541901540774,0.3416345142055419,0.34245134139926353,20,3463846
414,0.005,128,"[512, 256, 128]",0.2,20,adam,0.3195791055993987,0.3414591371448615,0.33193056286165173,14,1554086
415,0.005,64,"[256, 128]",0.2,30,adam,0.33829387448327697,0.33970536653805683,0.3429773803261441,14,730278
416,0.0005,128,"[256, 128]",0.3,30,sgd,0.24584742577978203,0.3368993335671694,0.3252674031211643,30,730278
417,0.005,32,"[256, 128]",0.1,20,adam,0.3673055242390079,0.33339179235356015,0.33771699105733827,20,730278
418,0.001,128,"[1024, 512, 256, 128]",0.3,15,adam,0.35670800450958284,0.33339179235356015,0.3317552165526916,13,3463846
419,0.005,64,"[512, 256, 128]",0.1,30,adam,0.3733934611048478,0.33233952998947736,0.3243906715763633,21,1554086
420,0.0005,128,"[256, 128]",0.1,30,sgd,0.2963547538519354,0.33233952998947736,0.32316324741364194,30,730278
421,0.001,64,"[1024, 512, 256, 128]",0.1,20,sgd,0.3115370161593386,0.3319887758681164,0.3250920568122041,20,3463846
422,0.0005,32,"[1024, 512, 256, 128]",0.3,20,adam,0.36666666666666664,0.3290073658365486,0.32176047694196036,15,3463846
423,0.0005,64,"[256, 128]",0.1,15,sgd,0.2805336339721909,0.32813048053314625,0.3193056286165176,15,730278
424,0.001,128,"[256, 128]",0.2,15,sgd,0.2592258549417512,0.3279551034724658,0.32684551990180605,15,730278
425,0.005,128,"[512, 256, 128]",0.2,15,adam,0.3113866967305524,0.3276043493511049,0.320533052779239,11,1554086
426,0.001,128,"[1024, 512, 256, 128]",0.3,30,adam,0.38305148440435927,0.32637670992634166,0.33228125547957216,19,3463846
427,0.001,64,"[1024, 512, 256, 128]",0.2,20,sgd,0.2838782412626832,0.3251490705015784,0.3150973172014729,20,3463846
428,0.005,32,"[256, 128]",0.1,30,adam,0.33397219090567454,0.3225184145913714,0.30808346484306504,18,730278
429,0.001,32,"[1024, 512, 256, 128]",0.3,15,sgd,0.2800075159714393,0.31673097158891617,0.31351920042083115,15,3463846
430,0.0005,64,"[512, 256, 128]",0.1,20,sgd,0.2543780533633972,0.31673097158891617,0.3108890057864282,20,1554086
431,0.001,128,"[256, 128]",0.3,15,sgd,0.23389703119128147,0.31655559452823573,0.3096615816237068,15,730278
432,0.005,128,"[256, 128]",0.2,15,adam,0.3471251409244645,0.31445106980007015,0.30896019638786604,10,730278
433,0.001,64,"[1024, 512, 256, 128]",0.3,30,sgd,0.3212701991732431,0.3137495615573483,0.31860424338067683,30,3463846
434,0.0005,64,"[256, 128]",0.3,15,sgd,0.2385945133408493,0.31357418449666785,0.30860950376994567,15,730278
435,0.0001,32,"[256, 128]",0.1,30,sgd,0.2566328447951898,0.31024202034373904,0.3019463440294582,30,730278
436,0.005,128,"[1024, 512, 256, 128]",0.1,15,adam,0.37624953025178504,0.30918975797965625,0.31351920042083115,15,3463846
437,0.0005,64,"[1024, 512, 256, 128]",0.1,30,sgd,0.2717023675310034,0.30270080673447913,0.3059793091355427,30,3463846
438,0.0001,32,"[256, 128]",0.2,30,sgd,0.2322435174746336,0.30252542967379864,0.3021216903384184,30,730278
439,0.005,64,"[512, 256, 128]",0.1,20,adam,0.33694099962420143,0.29656260961066294,0.2945817990531299,17,1554086
440,0.0005,32,"[1024, 512, 256, 128]",0.2,20,sgd,0.2641112363773018,0.29533497018589966,0.2945817990531299,20,3463846
441,0.0005,64,"[256, 128]",0.2,15,sgd,0.2258173618940248,0.29340582251841457,0.28791863931264244,15,730278
442,0.0005,64,"[512, 256, 128]",0.2,20,sgd,0.23273205561818866,0.29235356015433184,0.28353498158863755,20,1554086
443,0.0005,32,"[1024, 512, 256, 128]",0.3,20,sgd,0.2130402104472003,0.2876183795159593,0.2819568648079958,20,3463846
444,0.001,64,"[1024, 512, 256, 128]",0.3,20,sgd,0.23660278090943254,0.28060329708874077,0.27897597755567244,20,3463846
445,0.0001,32,"[256, 128]",0.3,30,sgd,0.19086809470124014,0.27464047702560507,0.2742416272137472,30,730278
446,0.005,64,"[512, 256, 128]",0.2,20,adam,0.23160465990229237,0.2728867064188004,0.2814308258811152,14,1554086
447,0.005,32,"[256, 128]",0.2,15,adam,0.25310033821871475,0.27043142756927396,0.27441697352270733,15,730278
448,0.001,32,"[512, 256, 128]",0.3,20,adam,0.3438556933483653,0.26885303402314975,0.2652989654567771,12,1554086
