Rank,learning_rate,batch_size,kernel_size,padding,num_epochs,optimizer,Train_Acc,Val_Acc,Test_Acc,Epochs,Params
268,0.0001,128,3,1,30,sgd,0.33773017662532884,0.609084531743248,0.5975802209363493,30,1310822
269,0.0001,64,3,1,15,sgd,0.3299511461856445,0.6069800070150825,0.5907417148869016,15,1310822
270,0.005,32,3,0,30,adam,0.6694099962420142,0.6029463346194318,0.6016131860424339,17,1310822
271,0.005,64,5,0,20,adam,0.730890642615558,0.6013679410733076,0.5974048746273891,17,1310822
272,0.0001,128,5,0,30,sgd,0.3453964674934235,0.5913714486145212,0.594599333684026,30,1310822
273,0.0001,128,5,1,30,sgd,0.3208192408868846,0.5873377762188706,0.5777660880238471,30,1310822
274,0.0001,64,5,1,15,sgd,0.32179631717399476,0.5627849877236057,0.5612835349815887,15,1310822
275,0.0001,128,3,0,30,sgd,0.3131153701615934,0.5547176429323044,0.545502367175171,30,1310822
276,0.0001,64,5,0,15,sgd,0.3043968432919955,0.5426166257453525,0.5334034718569174,15,1310822
277,0.005,64,3,1,30,adam,0.6566704246523863,0.48035776920378814,0.4860599684376644,15,1310822
278,0.005,32,3,1,15,adam,0.6746335963923337,0.45843563661873027,0.4560757496054708,15,1310822
279,0.005,32,5,1,15,adam,0.4926719278466742,0.44861452122062434,0.4469577415395406,15,1310822
280,0.0001,128,5,0,20,sgd,0.22525366403607666,0.4389687828831989,0.43310538313168506,20,1310822
281,0.0001,128,3,0,20,sgd,0.2146185644494551,0.42108032269379164,0.41942837103278974,20,1310822
282,0.0001,128,3,1,20,sgd,0.20417136414881623,0.40231497720098214,0.3968086971769244,20,1310822
283,0.0001,128,5,1,20,sgd,0.20736565201052237,0.38933707471062784,0.37927406628090476,20,1310822
284,0.005,128,5,0,15,adam,0.632130777903044,0.345843563661873,0.34420480448886553,15,1310822
285,0.0001,128,3,0,15,sgd,0.16437429537767756,0.3107681515257804,0.2989654567771348,15,1310822
286,0.0001,128,3,1,15,sgd,0.16189402480270576,0.2809540512101017,0.27827459231983165,15,1310822
287,0.0001,128,5,1,15,sgd,0.14866591506952273,0.25569975447211507,0.2631948097492548,15,1310822
288,0.0001,128,5,0,15,sgd,0.13130402104472003,0.2430726061031217,0.2430299842188322,15,1310822
