Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,2.075797560258899,1.269013714200779,0.31537016159338593,0.5654156436338127
2,0.8330187567908349,0.3449702494418734,0.7131153701615934,0.8870571729217819
3,0.5230381713510232,0.589770616386615,0.8291619691845171,0.791301297790249
4,0.39347977838046744,0.9070170980635462,0.8803457346862082,0.729568572430726
5,0.3167443807525592,0.37625722702617437,0.908305148440436,0.8782883198877587
6,0.2656365941225788,0.2457729751555826,0.923825629462608,0.9301999298491758
7,0.2273266461179114,0.45042283807939,0.9366779406238256,0.8626797614871975
8,0.19694923685372928,0.2099194433886371,0.9461104847801578,0.9440547176429323
9,0.17872123653191635,0.2148668729017091,0.9517850432168358,0.9423009470361277
10,0.16456618910219292,0.45281222966894563,0.9553175497933107,0.8898632058926692
11,0.1391726545633924,0.1644214745539086,0.9623449830890642,0.9593125219221326
12,0.1303087721777921,0.13509869741773092,0.963509958662157,0.9658014731673097
13,0.11657141934308912,0.2993614869914173,0.9681698609545284,0.9303753069098561
14,0.10088660213585322,0.17356581917220104,0.9732807215332582,0.96211855489302
15,0.09828582728286517,0.17565452418185873,0.9739947388199924,0.9580848824973693
16,0.09595379636730413,0.2905712235965271,0.974032318677189,0.9405471764293231
17,0.08841989033668954,0.20987316175984294,0.9755355129650507,0.9570326201332866
