Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,2.305747991197766,1.3977661134903157,0.26035325065764753,0.471588916169765
2,1.042962446879373,0.7819259538436429,0.6350620067643743,0.6881795861101367
3,0.6567949424243341,0.4991209737169914,0.785381435550545,0.829182742897229
4,0.49381816194990175,0.27288013960093377,0.8427658774896656,0.919677306208348
5,0.41760753424084307,0.48743197536184174,0.874445697106351,0.8533847772711329
6,0.3515159614414973,0.25121623977511776,0.8968057121382939,0.9214310768151526
7,0.31532975958057563,0.2167166891389878,0.9072904922961292,0.9333567169414241
8,0.2877187356739195,0.3352964632409115,0.9190905674558437,0.8837250087688531
9,0.25501013297485436,0.20945021193128266,0.9290116497557309,0.9391441599438793
10,0.23146288995454295,1.127855076115828,0.9366779406238256,0.7193967029112592
11,0.21615808473991657,0.447049582560662,0.9410372040586246,0.8760084180989126
12,0.2115981167362221,0.2726490982255782,0.9433671552048102,0.9159943879340582
13,0.19855294899356316,0.1538390690132176,0.9464487034949267,0.9580848824973693
14,0.17202848873721707,0.13657532317118973,0.9540022547914317,0.9656260961066293
15,0.16025613354073123,0.21227586410498042,0.9586997369409996,0.9456331111890565
16,0.15864851988042847,0.1921075370511604,0.9592258549417512,0.9507190459487899
17,0.1526925076100218,0.1519882238451398,0.9598647125140924,0.9638723254998246
18,0.14238873852773162,0.6798498071168273,0.9628711010898159,0.8567169414240617
19,0.1329067728755529,0.18849763445365392,0.9673055242390078,0.9603647842862154
