Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,2.2266440189498478,1.2407184957161739,0.2541901540774145,0.5028060329708874
2,1.3927975123737684,0.902544371561601,0.44400601277715146,0.6141704665029815
3,1.0413330678740913,0.4531371642814858,0.6214205186020293,0.8717993686425816
4,0.778135542083799,0.38266324123053413,0.7489289740698986,0.8870571729217819
5,0.6523727405389329,0.30403532491822444,0.8015407741450582,0.904945633111189
6,0.5625582291281613,0.3150783327327449,0.8291995490417137,0.9086285513854788
7,0.5126848793397134,0.30992874294069933,0.8490792934986847,0.9095054366888811
8,0.46206171869649243,0.2620706684294185,0.8652010522360015,0.9226587162399158
9,0.4293394867346189,0.26993751469431154,0.8789928598271327,0.9275692739389688
10,0.3852292999294816,0.264657509667712,0.8950018789928599,0.9249386180287619
11,0.36235907704746845,0.29256400944725836,0.8998872604284104,0.9195019291476675
12,0.3288768369803882,0.2794738379602723,0.9102217211574596,0.9284461592423711
13,0.3080635782091835,0.2891109862146943,0.9184141300263059,0.9289722904244125
